Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Type","Features","For Use With/Related Products","URL"
"https://multimedia.3m.com/mws/media/1015901O/solutions-for-your-assembly-challenges.pdf?&fn=adhesive-and-tape-solutions-design-guide-hi-res.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/59/MFG_PR600-50G-BTL.jpg","3M162027-ND","PR600 50G BTL","3M","3M","SCOTCH-WELD PLASTIC & RUBBER INS","77","47.03","0","1","Bulk","-","Active","Acrylic","Fast Cure","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/PR600-50G-BTL/7670537"
"https://mgchemicals.com/downloads/tds/tds-UVLED82.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7180/MFG_UVLED82-300ML.jpg","473-UVLED82-300ML-ND","UVLED82-300ML","MG Chemicals","MG Chemicals","UV LED ADHESIVES","3","214.1","0","1","Box","-","Active","Adhesive","Moisture Cure","Glass, Metal, Plastic","https://www.digikey.com/en/products/detail/mg-chemicals/UVLED82-300ML/25971142"
"https://multimedia.3m.com/mws/media/66285O/scotch-weld-instant-adhesives.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2969/CA-5-1OZ.jpg","3M161078-ND","CA-5-1OZ","3M","3M","SCOTCH-WELD INSTANT ADHESIVE CA5","6","78.56","0","1","Bulk","-","Active","Acrylic","Fast Cure","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/CA-5-1OZ/7695057"
"https://3m.citrination.com/pif/000163","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2096/MFG_DP100-200ML.jpg","3M156893-ND","DP100-200ML","3M","3M","S/W DP-100 CLR EPXY ADHESIVE 200","43","139.46","0","1","Bulk","Scotch-Weld™ DP100","Active","Epoxy, 2 Part","-","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP100-200ML/4135542"
"http://www.chipquik.com/datasheets/SG3-1.0.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/697/MFG_SG3-1.0.JPG","SG3-1.0-ND","SG3-1.0","Chip Quik Inc.","Chip Quik Inc.","SUPER GLUE - THICK VISCOSITY - B","17","10.95","0","1","Bulk","CHIPQUIK®","Active","Adhesive","Fast Cure, 30mL","Multi-Purpose","https://www.digikey.com/en/products/detail/chip-quik-inc/SG3-1-0/9681978"
"https://www.ellsworth.com/globalassets/literature-library/manufacturer/henkel-loctite/henkel-loctite-adhesive-sourcebook-2015.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/56/MFG_1330583.jpg","2275-1330583-ND","1330583","LOCTITE","Ellsworth Adhesives","RED THREADLOCKER 10ML BOTTLE","11","26.11","0","5","Bottle","LOCTITE® 263™","Active","-","High Strength, Red, 10mL","Fastener Threads","https://www.digikey.com/en/products/detail/ellsworth-adhesives/1330583/11494946"
"http://www.chipquik.com/datasheets/NCS10G.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/322/MFG_NCS10G.jpg","NCS10G-ND","NCS10G","Chip Quik Inc.","Chip Quik Inc.","NEUTRAL CURE SILICONE ADHESIVE S","4","13.65","0","1","Bulk","CHIPQUIK®","Active","Adhesive Sealant","Gray, Non-Corrosive, 301.65mL","Aluminum, Brick, Ceramic, Concrete, Glass, Granite, Marble, Metal, Mortar, Plastic, Porcelain, PVC, Steel, Vinyl, Wood","https://www.digikey.com/en/products/detail/chip-quik-inc/NCS10G/9836749"
"https://multimedia.3m.com/mws/media/2365856O/3m-scotch-weld-epoxy-potting-compound-adhesive-dp270-black.pdf?&fn=3M-Scotch-Weld-Epoxy-Potting-Compound-Adhesive-DP270-Black.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5335/MFG_DP270%2520BLACK%252048.5ML.jpg","2281-DP270BLACK48.5ML-ND","DP270 BLACK 48.5ML","3M","Ellsworth Adhesives","3M SCOTCH-WELD DP270 EPOXY BLACK","128","37.37","0","4","Box","Scotch-Weld™ DP270","Active","Potting Compound, 2 Part","Black, 48.5mL","Sealing Electronic Components","https://www.digikey.com/en/products/detail/ellsworth-adhesives/DP270-BLACK-48-5ML/13983067"
"https://multimedia.3m.com/mws/media/1245165O/3m-hot-melt-adhesive-3792lm-3776lm-3738-3792-technical-data.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2452/3748-V-O-Q-5%20SERIES.jpg","3M156668-ND","3792Q-5/8-8","3M (TC)","3M (TC)","3M 3792 SCOTCH-WELD HOT MELT 1LB","2","77.14","0","1","Bulk","Scotch-Weld™ Hot Melt","Active","Hot Melt","Clear","Multi-Purpose","https://www.digikey.com/en/products/detail/3m-tc/3792Q-5-8-8/7588301"
"https://multimedia.3m.com/mws/media/2366550O/3m-hot-melt-adhesive-3750-clear.pdf?&fn=3M-Hot-Melt-Adhesive-3750-Clear.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2525/3750AE-1%5E2-10-CLEAR-11LB.JPG","1067-3750AE-1/2-10CL-11-ND","3750AE-1/2-10CL-11","3M (TC)","3M (TC)","3M 3750 SCOTCH-WELD HOT MELT 1LB","433","31.56","0","1","Box","Scotch-Weld™ Hot Melt","Active","Hot Melt","High Strength","Multi-Purpose","https://www.digikey.com/en/products/detail/3m-tc/3750AE-1-2-10CL-11/7588287"
"https://multimedia.3m.com/mws/media/66787O/3m-scotch-weld-epoxy-adhesive-dp110-translucent-and-gray.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2134/MFG_DP110-400ML.jpg","3M161121-ND","DP110-400ML","3M","3M","S/W DP-110 TRANS EPXY ADH 400 ML","3","265.32","0","1","Bulk","Scotch-Weld™ DP110","Active","Epoxy, 2 Part","-","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP110-400ML/4135543"
"https://multimedia.3m.com/mws/media/122551O/3m-thermal-bonding-film-af42-3-mil.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2141/AF42-1X72YD.jpg","3M156454-ND","AF42-1""X72YD","3M","3M","TAPE EPOXY CLEAR 1""X 72YDS","20","172.39","0","1","Box","AF42","Active","Epoxy","Translucent","Glass, Metal","https://www.digikey.com/en/products/detail/3m/AF42-1-X72YD/5216050"
"https://www.ellsworth.com/globalassets/literature-library/manufacturer/dow-corning/dow-corning-silicone-sealants-for-industrial-assembly-and-maintenance.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/56/MFG_748-NON-COR-SLNT-CRT-300ML.jpg","2275-748NON-CORSLNTCRT300ML-ND","748 NON-COR SLNT CRT 300ML","DOW","Ellsworth Adhesives","SEALANT WHITE 300 ML CARTRIDGE","202","44.63","0","3","Tube","Dow® DOWSIL™ 748","Active","Adhesive Sealant","Non-Corrosive, Off-White, 300mL","Multi-Purpose","https://www.digikey.com/en/products/detail/ellsworth-adhesives/748-NON-COR-SLNT-CRT-300ML/11494948"
"https://multimedia.3m.com/mws/media/2522973O/3m-scotch-weld-flexible-acrylic-adhesive-dp8610ns.pdf?&fn=3M-Scotch-Weld-Flexible-Acrylic-Adhesive-DP8610NS.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5480/7100244477.jpg","19-7100244477-ND","7100244477","3M","3M","SCOTCH-WELDFLEXIBLE ACRYLIC ADHE","18","149.48","0","1","Bulk","Scotch-Weld™","Active","Acrylic, 2 Part","Black, 490mL","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/7100244477/18728053"
"https://mgchemicals.com/downloads/tds/tds-832fxc-2parts.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7214/MFG_832FXC-1.7L.jpg","473-832FXC-1.7L-ND","832FXC-1.7L","MG Chemicals","MG Chemicals","CLEAR FLEXIBLE EPOXY","3","170.14","0","1","Box","-","Active","Epoxy, 2 Part","-","Multi-Purpose","https://www.digikey.com/en/products/detail/mg-chemicals/832FXC-1-7L/27543664"
"https://multimedia.3m.com/mws/media/886363O/3m-scotch-weld-low-odor-acrylic-adh-dp8805ns-dp8810ns-tds.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/189/DP8805NS-GRN-45ML.jpg","3M161147-ND","DP8805NS GRN 45ML","3M","3M","SCOTCH-WELD LOW ODOR ACRYLIC ADH","116","37.17","0","1","Bulk","-","Active","Acrylic, 2 Part","Green, 45mL","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP8805NS-GRN-45ML/7695080"
"http://images.salsify.com/image/upload/s--oXt6PnSc--/611f08257c174f510d1b424cbbb4b0e6f2efd4b8.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/697/MFG_PN06580.JPG","3M162009-ND","PN06580","3M","3M","HYBRID ADHESIVE SEALANT FAST CUR","6","45.17","0","1","Bulk","-","Active","Silicone","Fast Cure","Marine Applications","https://www.digikey.com/en/products/detail/3m/PN06580/7670440"
"https://multimedia.3m.com/mws/media/66122O/3mtm-scotch-weld-tm-epoxy-adhesive-dp460-ns-and-off-white.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/309/DP460-200ML.JPG","3M161129-ND","DP460-200ML","3M","3M","OFF WHITE EPXY ADH 200 ML","1","196.78","0","1","Box","Scotch-Weld™ DP460","Active","Epoxy, 2 Part","-","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP460-200ML/7066676"
"http://images.salsify.com/image/upload/s--FSI_3Utk--/3b8269ddaa96e1270d49447b0620f53d4de4c88d.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/496/MFG_PR.jpg","3M162591-ND","PR","3M","3M","SCOTCH-WELD PLASTIC & RUBBER INS","19","44.63","0","1","Bulk","-","Active","Acrylic","Fast Cure","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/PR/7670527"
"https://multimedia.3m.com/mws/media/1245165O/3m-hot-melt-adhesive-3792lm-3776lm-3738-3792-technical-data.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/990/3779-Q.jpg","3M156662-ND","3738Q-5/8-8","3M (TC)","3M (TC)","3M 3738 SCOTCH-WELD HOT MELT 1LB","2","72.14","0","1","Bulk","Scotch-Weld™ Hot Melt","Active","Hot Melt","Heat Resistant","Multi-Purpose","https://www.digikey.com/en/products/detail/3m-tc/3738Q-5-8-8/7588283"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6241/RT125%20Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2945/MFG_RT125Loomkit.jpg","4335-RT125LOOMKIT-ND","RT125LOOMKIT","Traktronix","Traktronix","AUTO WIRE HARNESS/LOOM RPAIR KIT","90","59.99","0","1","Bulk","*","Active","Epoxy, 2 Part","Black","Glass, Metals, Plastics, Rubbers, Wood","https://www.digikey.com/en/products/detail/traktronix/RT125LOOMKIT/16546524"
"https://multimedia.3m.com/mws/media/576967O/3mtm-marine-adhesive-sealant-fast-cure-5200.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2252/MFG_5200-WHITE-3OZ.jpg","3M156246-ND","5200-WHITE-3OZ","3M","3M","MARINE ADH SEALANT FST CURE 3OZ","21","34.46","0","1","Bulk","-","Active","Sealant","Marine Application","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/5200-WHITE-3OZ/3863999"
"https://multimedia.3m.com/mws/media/2365849O/3m-scotch-weld-acrylic-adhesive-dp820.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/697/MFG_DP810NS-TAN.jpg","3M157669-ND","DP810NS-TAN","3M","3M","ACRYLIC ADH LOW ODOR TAN 48.5ML","5","68.38","0","1","Bulk","Scotch-Weld™ DP810NS","Active","Acrylic","Tan, 48.5mL, 2 Part","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/DP810NS-TAN/8635625"
"http://images.salsify.com/image/upload/s--EnTpixS2--/0ff23cff3028fc5ff0ec84f3d5361a74457d5777.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/697/MFG_PN08027.JPG","3M162012-ND","PN08027","3M","3M","MARINE GRADE SILICONE SEALANT WH","26","65.96","0","1","Bulk","-","Active","Silicone","-","Marine Applications","https://www.digikey.com/en/products/detail/3m/PN08027/7670444"
"https://multimedia.3m.com/mws/media/464088O/3m-scotch-weld-engineered-grade-cyanoacrylates.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/713/MFG_PR1500-20G-BTL.jpg","3M157184-ND","PR1500 20G BTL","3M","3M","ADHESIVE CLEAR 0.70ML","6","38.53","0","1","Bulk","-","Active","Adhesive","Clear, 0.70ml","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/PR1500-20G-BTL/7670531"
"https://technicaldatasheets.3m.com/en_US?pif=000198","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/560/MFG_CA40H-1OZ.jpg","3M161075-ND","CA40H 1OZ","3M","3M","SCOTCH-WELD INSTANT ADHESIVE CA4","20","78.56","0","1","Bulk","-","Active","Acrylic","Fast Cure","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/CA40H-1OZ/7695051"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8900/LM113_TDS-3.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2806/MFG_LM113-50ml-bottle.jpg","2275-LM11350MLBOTTLE-ND","LM113 50ML BOTTLE","Permabond","Ellsworth Adhesives","ADHESIVE FAST CURING PURPLE 50ML","7","61.31","0","2","Bottle","PERMABOND® LM113","Active","Adhesive","Fast Cure, Purple, 50mL","Fastener Threads","https://www.digikey.com/en/products/detail/ellsworth-adhesives/LM113-50ML-BOTTLE/12751911"
"https://www.ellsworth.com/globalassets/literature-library/manufacturer/henkel-loctite/henkel-loctite-adhesive-sourcebook-2015.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/56/MFG_231339.jpg","2275-231339-ND","231339","LOCTITE","Ellsworth Adhesives","CYANOACR ADHESIVE GEL 10G SYR","10","64.5","0","2","Bulk","LOCTITE® 426™","Active","Adhesive","Black, Fast Cure, 10g","Multi-Purpose","https://www.digikey.com/en/products/detail/ellsworth-adhesives/231339/11494954"
"http://images.salsify.com/image/upload/s--NNTjKTBk--/1168374c9721ed186d480ecd88afbcf875e7b61b.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/697/MFG_PN06535.JPG","3M162008-ND","PN06535","3M","3M","MARINE ADHESIVE SEALANT 5200 FAS","37","21.99","0","1","Bulk","-","Active","Polyurethane","Fast Cure, White, 1 Ounce","Marine Applications","https://www.digikey.com/en/products/detail/3m/PN06535/7670436"
"https://multimedia.3m.com/mws/media/2607923O/3m-scotch-weld-acrylic-adhesive-8507ns.pdf?fn=3M-Scotch-Weld-Acrylic-Adhesive-8507NS.pdf","-","19-DP8507NS-ND","DP8507NS","3M","3M","SCOTCH-WELD METAL BOND ACRYL 45M","12","32.81","0","1","Bulk","Scotch-Weld™","Active","Adhesive","Gray, 45mL","Surfaces","https://www.digikey.com/en/products/detail/3m/DP8507NS/28867850"
"http://images.salsify.com/image/upload/s--g5nLwWnK--/b03258de9aa0c52bdcc6b6e77bb332895e338314.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8887/MFG_7993MP_third.jpg","19-7995MP3M-ND","7995MP","3M","3M","3M SWTH SPACER 1 SHEET=8.5""X11""","100","2.09","0","1","Bulk","-","Active","-","-","-","https://www.digikey.com/en/products/detail/3m/7995MP/25609303"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/8092/3M-Scotch-Weld-Instant-Adhesive-CA50-Gel.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/792/CA-50.jpg","3M157443-ND","CA-50","3M","3M","SCOTCH-WELD INSTANT ADHESIVE CA5","13","82.97","0","1","Bulk","Scotch-Weld™","Active","Adhesive","Clear","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/CA-50/7695055"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7156/UV784-14-Datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7153/MFG_UV784-14-30cc-syr.jpg","3962-UV784-14-30cc-syr-ND","UV784-14-30cc-syr","Penchem Technologies Sdn Bhd","Penchem Technologies Sdn Bhd","Flexible UV Epoxy","100","150","0","10","Bulk","*","Active","-","-","-","https://www.digikey.com/en/products/detail/penchem-technologies-sdn-bhd/UV784-14-30cc-syr/26825230"
"https://multimedia.3m.com/mws/media/79749O/3m-scotch-weld-structural-plastic-adhesive-dp-8005.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/484/MFG_DP8005-45ML.jpg","3M161135-ND","DP8005 45ML","3M","3M","SCOTCH-WELD STRUCTURAL PLASTIC A","10","99.9","0","1","Bulk","-","Active","Acrylic Adhesive, 2 Part","Off-White, 45.0mL","Plastic","https://www.digikey.com/en/products/detail/3m/DP8005-45ML/7695120"
"http://images.salsify.com/image/upload/s--oXt6PnSc--/611f08257c174f510d1b424cbbb4b0e6f2efd4b8.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/193/MFG_PN05280.jpg","3M162005-ND","PN05280","3M","3M","HYBRID ADHESIVE SEALANT FAST CUR","5","29.25","0","1","Bulk","-","Active","Adhesive Sealant","White, Fast Cure, 88mL","Marine Applications","https://www.digikey.com/en/products/detail/3m/PN05280/7670433"
"https://3m.citrination.com/pif/000163","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/309/DP100NS-TRANS-200ML.JPG","3M161119-ND","DP100NS-TRANS-200ML","3M","3M","SCOTCH-WELD EPOXY ADHESIVE D","9","139.46","0","1","Box","Scotch-Weld™ DP100NS","Active","Epoxy, 2 Part","Translucent, 200mL","Steel, Aluminum, Plastic, Rubber, Glass","https://www.digikey.com/en/products/detail/3m/DP100NS-TRANS-200ML/7066662"
"https://webaps.ellsworth.com/edl/Actions/GetLibraryFile.aspx?document=16843&language=en","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5334/MFG_94%2520.66ML%2520AMPULE.jpg","2281-94.66MLAMPULE-ND","94 .66ML AMPULE","3M","Ellsworth Adhesives","3M 94 TAPE PRIMER LIGHT YELLOW","14,700","3.11","0","39","Can","-","Active","Tape Primer","Light Yellow, 0.66mL","Glass, Metal, Plastic, Wood","https://www.digikey.com/en/products/detail/ellsworth-adhesives/94-66ML-AMPULE/13983047"
"https://datasheets.tdx.henkel.com/LOCTITE-401-en_GL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/56/MFG_135430.jpg","2275-135430-ND","135430","LOCTITE","Ellsworth Adhesives","CYANOACRY ADHESIVE 1LB BOTTLE","25","385.78","0","1","Bottle","LOCTITE® 401™","Active","Adhesive","Clear, Fast Cure, 453.9g","Multi-Purpose","https://www.digikey.com/en/products/detail/ellsworth-adhesives/135430/11494987"
"https://multimedia.3m.com/mws/media/2366624O/3m-hot-melt-adhesive-3750-tan.pdf?&fn=3M-Hot-Melt-Adhesive-3750-Tan.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2393/3750AE-1%5E2-10-TAN-11LB-BX.jpg","1067-3750AE-1/2-10TN-11-ND","3750AE-1/2-10TN-11","3M (TC)","3M (TC)","HOT MELT GLUE 1 = 19 STICKS(1LB)","5","30.73","0","1","Box","Scotch-Weld™ Hot Melt","Active","Hot Melt","Heat Resistant","Multi-Purpose","https://www.digikey.com/en/products/detail/3m-tc/3750AE-1-2-10TN-11/7588289"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5562/Conductive%20Silicone%20Adhesives.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2679/MFG_CA-SC-XXX.jpg","3856-CA-SC-10-ND","CA-SC-10","LIMITLESS SHIELDING LIMITED","LIMITLESS SHIELDING LIMITED","Silicone AG/Cu Adhesive 10cc","35","107.87","0","1","Bottle","-","Active","Silicone","Tan, 10mL","Surfaces","https://www.digikey.com/en/products/detail/limitless-shielding-limited/CA-SC-10/16694312"
"https://multimedia.3m.com/mws/media/158782O/adhesive-sealant-5200-tech-data.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/785/PN05206.JPG","3M162004-ND","PN05206","3M","3M","MARINE ADHESIVE SEALANT 5200 WHI","14","19.38","0","1","Bulk","-","Active","Polyurethane","White, 30mL","Marine Applications","https://www.digikey.com/en/products/detail/3m/PN05206/7670432"
"https://cdmsweb.3m.com/ingredientcommunication/file/Media/W_eKm4ujxmI","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2274/DP100PLUS.JPG","3M156224-ND","DP100PLUS","3M","3M","PLUS CLR EPXY ADH 200 ML DUO-PAK","3","161.35","0","1","Bulk","Scotch-Weld™","Active","Epoxy, 2 Part","Clear, 200mL","Duo-Pak Cartridges","https://www.digikey.com/en/products/detail/3m/DP100PLUS/5128565"
"https://multimedia.3m.com/mws/media/451985O/3m-scotch-weld-threadlocker-anaerobic-adhesives.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/572/MFG_TL42-BLU-10ML-BTL.jpg","3M162318-ND","TL42 BLU 10ML BTL","3M","3M","THREADLOCKER","8","25.81","0","1","Bulk","Scotch-Weld™ TL42","Active","Threadlocker","Blue, 10mL","Fastener Threads","https://www.digikey.com/en/products/detail/3m/TL42-BLU-10ML-BTL/7671463"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/307/019-CFT_Ds.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3985/019-CFT.JPG","3M162786-ND","019-CFT","3M","3M","GLUE PEN 019-CFT, 1.6 FL. OZ. (4","285","7.61","0","1","Bulk","Scotch®","Active","Adhesive","Clear, 47.3mL with Applicator","Paper, Photos","https://www.digikey.com/en/products/detail/3m/019-CFT/9858911"
"http://images.salsify.com/image/upload/s--6TQkH1Ej--/7f434aa96758dfbc3129187b5297d36e8e31c718.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2623/MFG_38315.jpg","38315-ND","38315","3M","3M","PANEL BONDING ADHESIVE","2","56.31","0","1","Box","-","Active","Epoxy, 2 Part","Black, 50mL","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/38315/7674155"
"https://multimedia.3m.com/mws/media/2365854O/3m-scotch-weld-super-fast-instant-adhesive-sf20.pdf?&fn=3M-Scotch-Weld-Super-Fast-Instant-Adhesive-SF20.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/728/MFG_SF20-20G-BTL.jpg","3M162120-ND","SF20 20G BTL","3M","3M","SCOTCH-WELD SUPER FAST INSTANT A","6","38.53","0","1","Bulk","-","Active","Acrylic","Clear, Fast Cure","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/SF20-20G-BTL/7670872"
"http://images.salsify.com/image/upload/s--Uf-FLLjL--/ecfef52cc58eb4261483cd11c3485f4ef1a5b0fb.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8882/MFG_19_90.jpg","19-90-ND","90","3M","3M","HI-STRENGTH SPRAY ADHESIVE 90 CL","10","30.11","0","1","Bulk","90","Active","Adhesive","Clear, High Strength, 5 Gallon","Multi-Purpose","https://www.digikey.com/en/products/detail/3m/90/23019991"
"https://webaps.ellsworth.com/edl/Actions/?document=9134&language=en","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3111/MFG_DSP31-401.jpg","2275-DSP31-401TR-ND","DSP31-401","Glue Dots","Ellsworth Adhesives","ADHESIVE DOTS CLEAR","94","21.22","0","6","Tape & Reel (TR)","GlueDots®","Active","Adhesive","Clear, Pressure Sensitive","Multi-Purpose","https://www.digikey.com/en/products/detail/ellsworth-adhesives/DSP31-401/12749684"
"https://multimedia.3m.com/mws/media/2365915O/3m-scotch-weld-epoxy-potting-compound-adhesive-dp270-clear.pdf?&fn=3M-Scotch-Weld-Epoxy-Potting-Compound-Adhesive-DP270-Clear.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5335/MFG_DP270%2520CLEAR%252048.5ML.jpg","2281-DP270CLEAR48.5ML-ND","DP270 CLEAR 48.5ML","3M","Ellsworth Adhesives","3M SCOTCH-WELD DP270 EPOXY CLEAR","76","37.37","0","4","Box","Scotch-Weld™ DP270","Active","Potting Compound, 2 Part","Clear, 48.5mL","Sealing Electronic Components","https://www.digikey.com/en/products/detail/ellsworth-adhesives/DP270-CLEAR-48-5ML/13983057"
"https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RT-1006&DocType=SS&DocLang=EN","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/525/890015-000.JPG","A104826-ND","890015-000","TE Connectivity Aerospace, Defense and Marine","TE Connectivity Aerospace, Defense and Marine","S1006-KIT-1","48","67.41","0","1","Bulk","S1006","Active","Epoxy, 2 Part","High Durability","-","https://www.digikey.com/en/products/detail/te-connectivity-aerospace-defense-and-marine/890015-000/3318074"
"http://images.salsify.com/image/upload/s--EnTpixS2--/0ff23cff3028fc5ff0ec84f3d5361a74457d5777.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/697/MFG_PN08029.JPG","3M162013-ND","PN08029","3M","3M","MARINE GRADE SILICONE SEALANT CL","3","65.96","0","1","Bulk","-","Active","Silicone","-","Marine Applications","https://www.digikey.com/en/products/detail/3m/PN08029/7670445"
"https://drive.google.com/file/d/1Zg6d7yn9pG8MsaeizGCCph8jPefn5A2O/view?usp=drive_link","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_10-150.jpg","6336-10-150-ND","10-150","GC Electronics","GC Electronics","Silicone Rubber Adhesive Sealant","145","7.62","0","3","Tube","*","Active","Adhesive Sealant","Clear, 3 Ounces","Multi-Purpose","https://www.digikey.com/en/products/detail/gc-electronics/10-150/27905050"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6679/GL163_Datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6657/MFG_3962_GL163-50cc-syr.jpg","3962-GL163-50cc-syr-1StaticMixer-ND","GL163-50cc-syr-1StaticMixer","Penchem Technologies Sdn Bhd","Penchem Technologies Sdn Bhd","Structural Epoxy Adhesive + 1pcs","49","30","0","1","Tube","-","Active","Adhesive Cartridge","50mL","Multi-Purpose","https://www.digikey.com/en/products/detail/penchem-technologies-sdn-bhd/GL163-50cc-syr-1StaticMixer/26222822"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6679/GL311_Datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6657/MFG_3962_GL311-1_0.8_0.2.jpg","3962-GL311-1_0.8_0.2-ND","GL311-1_0.8_0.2","Penchem Technologies Sdn Bhd","Penchem Technologies Sdn Bhd","Structural Epoxy Adhesive","49","43","0","1","Bottle","-","Active","Epoxy, 2 Part","2 Part","Fiberglass","https://www.digikey.com/en/products/detail/penchem-technologies-sdn-bhd/GL311-1-0-8-0-2/26222821"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5557/BONDO.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2616/MFG_19-20058-ND.jpg","19-20058-ND","20058","3M","3M","BONDO ALL-PURPOSE CREAM HARDENER","1","12.96","0","1","Bulk","Bondo®","Active","Hardner","Blue, 2.75 oz","Bondo® Putty/Wood Filler","https://www.digikey.com/en/products/detail/3m/20058/16533976"
"https://multimedia.3m.com/mws/media/886362O/3m-scotch-weld-acrylic-adhesive-dp8405ns-dp8410ns-dp8425ns.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/496/MFG_DP8425NS-GRN-45ML.jpg","3M161145-ND","DP8425NS GRN 45ML","3M","3M","SCOTCH-WELD ACRYLIC ADHESIVE DP8","8","28.62","0","1","Bulk","-","Active","Acrylic Adhesive, 2 Part","Green, 45mL","Metal, Plastic","https://www.digikey.com/en/products/detail/3m/DP8425NS-GRN-45ML/7695029"
